马来西亚,#genre#
Metro TV,http://52xinghe.top/smmmt.php?id=metrotv_eko&h=52xinghe.top&p=7788
SCTV,http://52xinghe.top/smmmt.php?id=SCTV&h=52xinghe.top&p=7788
AnTV,http://52xinghe.top/smmmt.php?id=Antv&h=52xinghe.top&p=7788
MNC TV,http://52xinghe.top/smmmt.php?id=Mnctv&h=52xinghe.top&p=7788
Trans 7,http://52xinghe.top/smmmt.php?id=Trans7_eko&h=52xinghe.top&p=7788
Transtv,http://52xinghe.top/smmmt.php?id=Transtv&h=52xinghe.top&p=7788
JTV,http://52xinghe.top/smmmt.php?id=JTV_eko&h=52xinghe.top&p=7788
Cinemax,http://52xinghe.top/smmmt.php?id=Cinemax&h=52xinghe.top&p=7788
Tvone,http://52xinghe.top/smmmt.php?id=Tvone&h=52xinghe.top&p=7788
TVMU,http://52xinghe.top/smmmt.php?id=TVMU_eko&h=52xinghe.top&p=7788
GTV,http://52xinghe.top/smmmt.php?id=Gtv&h=52xinghe.top&p=7788
RTV,http://52xinghe.top/smmmt.php?id=Rtv&h=52xinghe.top&p=7788
Jak TV,http://52xinghe.top/smmmt.php?id=JakTV&h=52xinghe.top&p=7788
iNews TV,http://52xinghe.top/smmmt.php?id=Inewstv&h=52xinghe.top&p=7788
Daai TV,http://52xinghe.top/smmmt.php?id=DaaiTV&h=52xinghe.top&p=7788
Net TV,http://52xinghe.top/smmmt.php?id=NetTV&h=52xinghe.top&p=7788
Animax,http://52xinghe.top/smmmt.php?id=Animax&h=52xinghe.top&p=7788
EWTN,http://52xinghe.top/smmmt.php?id=Ewtn&h=52xinghe.top&p=7788
AlQuran AlKareem,http://52xinghe.top/smmmt.php?id=Alkareem&h=52xinghe.top&p=7788
Tawaf TV,http://52xinghe.top/smmmt.php?id=TawafTV&h=52xinghe.top&p=7788
Vision Prime,http://52xinghe.top/smmmt.php?id=VisionPrime&h=52xinghe.top&p=7788
Muslim TV,http://52xinghe.top/smmmt.php?id=MuslimTV&h=52xinghe.top&p=7788
Music TV,http://52xinghe.top/smmmt.php?id=MusicTV&h=52xinghe.top&p=7788
Lifestyle&Fashion,http://52xinghe.top/smmmt.php?id=Lifestyle&h=52xinghe.top&p=7788
Entertain,http://52xinghe.top/smmmt.php?id=Entertain&h=52xinghe.top&p=7788
Hits,http://52xinghe.top/smmmt.php?id=Hits&h=52xinghe.top&p=7788
Warner TV,http://52xinghe.top/smmmt.php?id=WarnerTV&h=52xinghe.top&p=7788
Fight Sports,http://52xinghe.top/smmmt.php?id=Fs&h=52xinghe.top&p=7788
SCM,http://52xinghe.top/smmmt.php?id=Weishimovie&h=52xinghe.top&p=7788
Thrill,http://52xinghe.top/smmmt.php?id=Thrill&h=52xinghe.top&p=7788
Hits Movie,http://52xinghe.top/smmmt.php?id=Hitsmovie&h=52xinghe.top&p=7788
tvN Movie,http://52xinghe.top/smmmt.php?id=Tvnmovie&h=52xinghe.top&p=7788
One,http://52xinghe.top/smmmt.php?id=One&h=52xinghe.top&p=7788
天映頻道Celestial Movies,http://52xinghe.top/smmmt.php?id=Celestialindo&h=52xinghe.top&p=7788
Rock Actions,http://52xinghe.top/smmmt.php?id=Rockaction&h=52xinghe.top&p=7788
Rock Entertainment,http://52xinghe.top/smmmt.php?id=Rockentertain&h=52xinghe.top&p=7788
中国,#genre#
CCTV-1 綜合,http://52xinghe.top/smmmt.php?id=cctv1&h=52xinghe.top&p=7788
CCTV-2 財經,http://52xinghe.top/smmmt.php?id=cctv2&h=52xinghe.top&p=7788
CCTV-3 綜藝,http://52xinghe.top/smmmt.php?id=cctv3&h=52xinghe.top&p=7788
CCTV-4 中文國際,http://52xinghe.top/smmmt.php?id=Cctv4&h=52xinghe.top&p=7788
CCTV-4 中文國際 (備:1),http://52xinghe.top/smmmt.php?id=cctv4&h=52xinghe.top&p=7788
CCTV-6 電影,http://52xinghe.top/smmmt.php?id=cctv6&h=52xinghe.top&p=7788
CCTV-7 軍事農業,http://52xinghe.top/smmmt.php?id=cctv7&h=52xinghe.top&p=7788
CCTV-8 電視劇,http://52xinghe.top/smmmt.php?id=cctv8hd&h=52xinghe.top&p=7788
CCTV-9 紀錄,http://52xinghe.top/smmmt.php?id=cctv9hd&h=52xinghe.top&p=7788
CCTV-10 科教,http://52xinghe.top/smmmt.php?id=cctv10hd&h=52xinghe.top&p=7788
CCTV-11 戲曲,http://52xinghe.top/smmmt.php?id=cctv11&h=52xinghe.top&p=7788
CCTV-12 社會與法,http://52xinghe.top/smmmt.php?id=cctv12&h=52xinghe.top&p=7788
CCTV-14 少兒,http://52xinghe.top/smmmt.php?id=cctv14&h=52xinghe.top&p=7788
CCTV-15 音樂,http://52xinghe.top/smmmt.php?id=cctv15&h=52xinghe.top&p=7788
湖南卫视,http://52xinghe.top/smmmt.php?id=hunan_twn&h=52xinghe.top&p=7788
浙江卫视,http://52xinghe.top/smmmt.php?id=zhejiang_twn&h=52xinghe.top&p=7788
江苏卫视,http://52xinghe.top/smmmt.php?id=jiangsu_twn&h=52xinghe.top&p=7788
CCTV-13 新聞與頻道,http://52xinghe.top/smmmt.php?id=cctv13&h=52xinghe.top&p=7788
深圳卫视,http://52xinghe.top/smmmt.php?id=shenzhen&h=52xinghe.top&p=7788
福建东南卫视,http://52xinghe.top/smmmt.php?id=fujian&h=52xinghe.top&p=7788
广东南方卫视,http://52xinghe.top/smmmt.php?id=nanfang_twn&h=52xinghe.top&p=7788
广东卫视,http://52xinghe.top/smmmt.php?id=guangdongweishi_twn&h=52xinghe.top&p=7788
北京卫视,http://52xinghe.top/smmmt.php?id=beijing&h=52xinghe.top&p=7788
珠江台,http://52xinghe.top/smmmt.php?id=zhujiang&h=52xinghe.top&p=7788
广西卫视,http://52xinghe.top/smmmt.php?id=guangxi&h=52xinghe.top&p=7788
CGTN,http://52xinghe.top/smmmt.php?id=CGTN&h=52xinghe.top&p=7788
湖北卫视,http://52xinghe.top/smmmt.php?id=hubei&h=52xinghe.top&p=7788
四川卫视,http://52xinghe.top/smmmt.php?id=sichuan_twn&h=52xinghe.top&p=7788
CCTV-5 體育,http://52xinghe.top/smmmt.php?id=cctv5&h=52xinghe.top&p=7788
CCTV-5+ 體育,http://52xinghe.top/smmmt.php?id=cctv5plus&h=52xinghe.top&p=7788
东方卫视,http://52xinghe.top/smmmt.php?id=dongfangweishi_twn&h=52xinghe.top&p=7788
凤凰卫视,http://52xinghe.top/smmmt.php?id=phoenixtv_hd&h=52xinghe.top&p=7788
鳳凰資訊,http://52xinghe.top/smmmt.php?id=phoenixinfo_hd&h=52xinghe.top&p=7788
韩国,#genre#
Arirang HD,http://52xinghe.top/smmmt.php?id=arirang_twn&h=52xinghe.top&p=7788
Yonhap News,http://52xinghe.top/smmmt.php?id=yonhapnews_korea&h=52xinghe.top&p=7788
CBS,http://52xinghe.top/smmmt.php?id=cbs_korea&h=52xinghe.top&p=7788
EBS 1,http://52xinghe.top/smmmt.php?id=ebs1_korea&h=52xinghe.top&p=7788
EBS2,http://52xinghe.top/smmmt.php?id=ebs2_korea&h=52xinghe.top&p=7788
EBS Plus2,http://52xinghe.top/smmmt.php?id=ebsplus2_korea&h=52xinghe.top&p=7788
SBS Plus,http://52xinghe.top/smmmt.php?id=sbsplus_korea&h=52xinghe.top&p=7788
YTN,http://52xinghe.top/smmmt.php?id=ytn_korea&h=52xinghe.top&p=7788
KBS World 24,http://52xinghe.top/smmmt.php?id=kbsworld24_korea&h=52xinghe.top&p=7788
YTN Science,http://52xinghe.top/smmmt.php?id=ytnscience_korea&h=52xinghe.top&p=7788
YTN Korean,http://52xinghe.top/smmmt.php?id=ytnkorean_korea&h=52xinghe.top&p=7788
YTN DMB,http://52xinghe.top/smmmt.php?id=ytndmb_korea&h=52xinghe.top&p=7788
Apps TV,http://52xinghe.top/smmmt.php?id=appongoogle_korea&h=52xinghe.top&p=7788
All the Kpop,http://52xinghe.top/smmmt.php?id=allthekpop_korea&h=52xinghe.top&p=7788
J the Kpop,http://52xinghe.top/smmmt.php?id=jthekpop_korea&h=52xinghe.top&p=7788
EBS Kids,http://52xinghe.top/smmmt.php?id=ebskids_korea&h=52xinghe.top&p=7788
CGNTV,http://52xinghe.top/smmmt.php?id=cgntv_korea&h=52xinghe.top&p=7788
日本,#genre#
NHK-総合-2,http://52xinghe.top/smmmt.php?id=nhkg_japan&h=52xinghe.top&p=7788
NHK-E,http://52xinghe.top/smmmt.php?id=nhke_japan&h=52xinghe.top&p=7788
テレビ朝日 Asahi TV,http://52xinghe.top/smmmt.php?id=asahitv_japan&h=52xinghe.top&p=7788
JET 綜合,http://52xinghe.top/smmmt.php?id=jettv_japan&h=52xinghe.top&p=7788
テレビ東京 Tokyo TV,http://52xinghe.top/smmmt.php?id=tokyotv_japan&h=52xinghe.top&p=7788
TOKYOMX,http://52xinghe.top/smmmt.php?id=tokyomx_japan&h=52xinghe.top&p=7788
NHKBS1,http://52xinghe.top/smmmt.php?id=nhkbs1_japan&h=52xinghe.top&p=7788
NHKBSプレミア Premium,http://52xinghe.top/smmmt.php?id=nhkpremium_japan&h=52xinghe.top&p=7788
BSジャパン 181,http://52xinghe.top/smmmt.php?id=bs181_japan&h=52xinghe.top&p=7788
BSフジ BS Fuji,http://52xinghe.top/smmmt.php?id=bsfuji_japan&h=52xinghe.top&p=7788
CNA Japan,http://52xinghe.top/smmmt.php?id=cna_japan&h=52xinghe.top&p=7788
BS-TBS,http://52xinghe.top/smmmt.php?id=bstbs_japan&h=52xinghe.top&p=7788
NHK Oaska,http://52xinghe.top/smmmt.php?id=nhkosaka_japan&h=52xinghe.top&p=7788
NHK World,http://52xinghe.top/smmmt.php?id=nhkworld_japan&h=52xinghe.top&p=7788
印度,#genre#
Sun TV HD,http://52xinghe.top/smmmt.php?id=Suntv&h=52xinghe.top&p=7788
Star Vijay,http://52xinghe.top/smmmt.php?id=Starvijay&h=52xinghe.top&p=7788
Colors Tamil,http://52xinghe.top/smmmt.php?id=Colorstam&h=52xinghe.top&p=7788
Sun Music,http://52xinghe.top/smmmt.php?id=Sunmusic&h=52xinghe.top&p=7788
Astro Sunlife,http://52xinghe.top/smmmt.php?id=Sunlife&h=52xinghe.top&p=7788
Astro Vaanavil,http://52xinghe.top/smmmt.php?id=Vaanavil&h=52xinghe.top&p=7788
Zee Tamil,http://52xinghe.top/smmmt.php?id=Zeetamil&h=52xinghe.top&p=7788
Zee Business,http://52xinghe.top/smmmt.php?id=Zeebusiness&h=52xinghe.top&p=7788
News 18 Tamil,http://52xinghe.top/smmmt.php?id=news18tamil_raj&h=52xinghe.top&p=7788
Adithya,http://52xinghe.top/smmmt.php?id=Adithya&h=52xinghe.top&p=7788
Makkal TV,http://52xinghe.top/smmmt.php?id=Makkaltv&h=52xinghe.top&p=7788
Zee Action,http://52xinghe.top/smmmt.php?id=Zeeaction&h=52xinghe.top&p=7788
Astro KTV,http://52xinghe.top/smmmt.php?id=Astroktv&h=52xinghe.top&p=7788
Zee TV HD,http://52xinghe.top/smmmt.php?id=Zeetvhd&h=52xinghe.top&p=7788
Zee Cinema HD,http://52xinghe.top/smmmt.php?id=Zeecinemahd&h=52xinghe.top&p=7788
Color HD,http://52xinghe.top/smmmt.php?id=Colorhd&h=52xinghe.top&p=7788
Starplus HD,http://52xinghe.top/smmmt.php?id=Starplushd&h=52xinghe.top&p=7788
Picture HD,http://52xinghe.top/smmmt.php?id=Npicture&h=52xinghe.top&p=7788
Zee News,http://52xinghe.top/smmmt.php?id=Zeenews&h=52xinghe.top&p=7788
Asianet,http://52xinghe.top/smmmt.php?id=asianet_raj&h=52xinghe.top&p=7788
Asianet News,http://52xinghe.top/smmmt.php?id=asianetnews_raj&h=52xinghe.top&p=7788
Discovery World Tamil,http://52xinghe.top/smmmt.php?id=discoveryworldtam_raj&h=52xinghe.top&p=7788
History Tamil,http://52xinghe.top/smmmt.php?id=historytam_raj&h=52xinghe.top&p=7788
NatGeo Tamil,http://52xinghe.top/smmmt.php?id=natgeotamil_raj&h=52xinghe.top&p=7788
Natgeo Wild Tamil,http://52xinghe.top/smmmt.php?id=natgeowildtamil_raj&h=52xinghe.top&p=7788
Discovery Kids Tamil,http://52xinghe.top/smmmt.php?id=discoverykidtamil_raj&h=52xinghe.top&p=7788
Sony Yay Tamil,http://52xinghe.top/smmmt.php?id=sonyyaytam_raj&h=52xinghe.top&p=7788
Sun TV India,http://52xinghe.top/smmmt.php?id=suntv_raj&h=52xinghe.top&p=7788
Starmaa HD,http://52xinghe.top/smmmt.php?id=starmaa_raj&h=52xinghe.top&p=7788
Starmaa Movies HD,http://52xinghe.top/smmmt.php?id=starmaamovies_raj&h=52xinghe.top&p=7788
Vijay Super,http://52xinghe.top/smmmt.php?id=vijaysuper_raj&h=52xinghe.top&p=7788
Bollyone,http://52xinghe.top/smmmt.php?id=Bollyone&h=52xinghe.top&p=7788
Astro Sunmusic,http://52xinghe.top/smmmt.php?id=Sunmusic&h=52xinghe.top&p=7788
Thangathirai,http://52xinghe.top/smmmt.php?id=Thangathirai&h=52xinghe.top&p=7788
Vinmeen,http://52xinghe.top/smmmt.php?id=Vinmeen&h=52xinghe.top&p=7788
Vellithirai,http://52xinghe.top/smmmt.php?id=Vellithirai&h=52xinghe.top&p=7788
Sony Pictures HD,http://52xinghe.top/smmmt.php?id=sonypix&h=52xinghe.top&p=7788
儿童频道,#genre#
Baby TV Eng,http://52xinghe.top/smmmt.php?id=Ind_babytv&h=52xinghe.top&p=7788
CBeebies,http://52xinghe.top/smmmt.php?id=Cbeebies&h=52xinghe.top&p=7788
Kids TV,http://52xinghe.top/smmmt.php?id=KidsTV&h=52xinghe.top&p=7788
Momo TV,http://52xinghe.top/smmmt.php?id=momo1_twn&h=52xinghe.top&p=7788
Animax,http://52xinghe.top/smmmt.php?id=Animax&h=52xinghe.top&p=7788
Baby TV,http://52xinghe.top/smmmt.php?id=babytv_twn&h=52xinghe.top&p=7788
MiaoMi,http://52xinghe.top/smmmt.php?id=MiaoMi&h=52xinghe.top&p=7788
靖天卡通台,http://52xinghe.top/smmmt.php?id=jingtiancartoon_twn&h=52xinghe.top&p=7788
东森幼幼 Yoyo TV,http://52xinghe.top/smmmt.php?id=yoyo_twn&h=52xinghe.top&p=7788
Nickelodeon,http://52xinghe.top/smmmt.php?id=Nickelodeon&h=52xinghe.top&p=7788
Nick Jr,http://52xinghe.top/smmmt.php?id=Nickjr&h=52xinghe.top&p=7788
Cartoon Network,http://52xinghe.top/smmmt.php?id=Cn&h=52xinghe.top&p=7788
泰国,#genre#
Channel 3 Thailand,http://52xinghe.top/smmmt.php?id=ch3_pat&h=52xinghe.top&p=7788
Channel 5 Thailand,http://52xinghe.top/smmmt.php?id=ch5_pat&h=52xinghe.top&p=7788
Channel 7 Thailand,http://52xinghe.top/smmmt.php?id=ch7_pat&h=52xinghe.top&p=7788
MCOT HD Thailand-1,http://52xinghe.top/smmmt.php?id=mcot_pat&h=52xinghe.top&p=7788
PPTV Thailand1,http://52xinghe.top/smmmt.php?id=pptv_pat&h=52xinghe.top&p=7788
Thai Thai,http://52xinghe.top/smmmt.php?id=thaithai_pat&h=52xinghe.top&p=7788
Amarin,http://52xinghe.top/smmmt.php?id=amarin_pat&h=52xinghe.top&p=7788
Ch 8,http://52xinghe.top/smmmt.php?id=ch8_pat&h=52xinghe.top&p=7788
GmmOne,http://52xinghe.top/smmmt.php?id=gmmone_pat&h=52xinghe.top&p=7788
Mono,http://52xinghe.top/smmmt.php?id=mono_pat&h=52xinghe.top&p=7788
Thairath,http://52xinghe.top/smmmt.php?id=thairath_pat&h=52xinghe.top&p=7788
tpbs,http://52xinghe.top/smmmt.php?id=tpbs_pat&h=52xinghe.top&p=7788
Workpoint,http://52xinghe.top/smmmt.php?id=workpoint_pat&h=52xinghe.top&p=7788
Gmm Channel,http://52xinghe.top/smmmt.php?id=gmmchannel_pat&h=52xinghe.top&p=7788
Nation,http://52xinghe.top/smmmt.php?id=nation_pat&h=52xinghe.top&p=7788
Tnn24,http://52xinghe.top/smmmt.php?id=tnn24_pat&h=52xinghe.top&p=7788
Nbt,http://52xinghe.top/smmmt.php?id=nbt_pat&h=52xinghe.top&p=7788
New,http://52xinghe.top/smmmt.php?id=new_pat&h=52xinghe.top&p=7788
TPTV,http://52xinghe.top/smmmt.php?id=tptv_pat&h=52xinghe.top&p=7788
Test 1,http://52xinghe.top/smmmt.php?id=AAA1&h=52xinghe.top&p=7788
Test 2,http://52xinghe.top/smmmt.php?id=AAA2&h=52xinghe.top&p=7788
Test 3,http://52xinghe.top/smmmt.php?id=AAA3&h=52xinghe.top&p=7788
Test 4,http://52xinghe.top/smmmt.php?id=AAA4&h=52xinghe.top&p=7788
Test 5,http://52xinghe.top/smmmt.php?id=AAA5&h=52xinghe.top&p=7788
Singapore,#genre#
Channel 5,http://52xinghe.top/smmmt.php?id=Channel5HD&h=52xinghe.top&p=7788
Channel 5 backup,http://52xinghe.top/smmmt.php?id=Mewatch_ch5&h=52xinghe.top&p=7788
Channel 8,http://52xinghe.top/smmmt.php?id=Channel8HD&h=52xinghe.top&p=7788
Channel 8 backup,http://52xinghe.top/smmmt.php?id=Mewatch_ch8&h=52xinghe.top&p=7788
Channel U,http://52xinghe.top/smmmt.php?id=ChannelU&h=52xinghe.top&p=7788
Channel U backup,http://52xinghe.top/smmmt.php?id=Mewatch_chU&h=52xinghe.top&p=7788
Suria,http://52xinghe.top/smmmt.php?id=Suria&h=52xinghe.top&p=7788
Suria backup,http://52xinghe.top/smmmt.php?id=Mewatch_Suria&h=52xinghe.top&p=7788
Vasantham,http://52xinghe.top/smmmt.php?id=Vasantham&h=52xinghe.top&p=7788
Vasantham backup,http://52xinghe.top/smmmt.php?id=Mewatch_Vasantham&h=52xinghe.top&p=7788
CNA backup1,http://52xinghe.top/smmmt.php?id=Mewatch_cna&h=52xinghe.top&p=7788
CNA backup2,http://52xinghe.top/smmmt.php?id=cna_twn&h=52xinghe.top&p=7788
CNN,http://52xinghe.top/smmmt.php?id=Cnn&h=52xinghe.top&p=7788
CNN backup,http://52xinghe.top/smmmt.php?id=cnn_twn&h=52xinghe.top&p=7788
CNA,http://52xinghe.top/smmmt.php?id=cna&h=52xinghe.top&p=7788
电影频道,#genre#
CCTV-6 電影,http://52xinghe.top/smmmt.php?id=cctv6&h=52xinghe.top&p=7788
HBO_HD,http://52xinghe.top/smmmt.php?id=hbohd_twn&h=52xinghe.top&p=7788
HBO_HITS,http://52xinghe.top/smmmt.php?id=hbohits_twn&h=52xinghe.top&p=7788
HBO Signature Taiwan,http://52xinghe.top/smmmt.php?id=hbosignature_twn&h=52xinghe.top&p=7788
Hollywood Movies,http://52xinghe.top/smmmt.php?id=hollywoodmovies_twn&h=52xinghe.top&p=7788
AXN Taiwan,http://52xinghe.top/smmmt.php?id=axn_twn&h=52xinghe.top&p=7788
CINEMAX,http://52xinghe.top/smmmt.php?id=cinemax_twn&h=52xinghe.top&p=7788
Cinemax,http://52xinghe.top/smmmt.php?id=Cinemax&h=52xinghe.top&p=7788
大爱2台,http://52xinghe.top/smmmt.php?id=daai2_twn&h=52xinghe.top&p=7788
东森电影 ETTV Movie,http://52xinghe.top/smmmt.php?id=ettvmovie&h=52xinghe.top&p=7788
东森洋片 ETTV Western,http://52xinghe.top/smmmt.php?id=ettvwestern&h=52xinghe.top&p=7788
龙华洋片 Lunghua Western,http://52xinghe.top/smmmt.php?id=lunghuawestern_twn&h=52xinghe.top&p=7788
Animax,http://52xinghe.top/smmmt.php?id=Animax&h=52xinghe.top&p=7788
龙详时代,http://52xinghe.top/smmmt.php?id=lungxiangtime_twn&h=52xinghe.top&p=7788
Movies Now HD,http://52xinghe.top/smmmt.php?id=moviesnow_raj&h=52xinghe.top&p=7788
Star Movies HD,http://52xinghe.top/smmmt.php?id=starmovies_raj&h=52xinghe.top&p=7788
卫视中文台 Star Movies Chinese,http://52xinghe.top/smmmt.php?id=weishichinese_twn&h=52xinghe.top&p=7788
Hits,http://52xinghe.top/smmmt.php?id=Hits&h=52xinghe.top&p=7788
Warner TV,http://52xinghe.top/smmmt.php?id=WarnerTV&h=52xinghe.top&p=7788
美亚电影,http://52xinghe.top/smmmt.php?id=meiyamovie_twn&h=52xinghe.top&p=7788
SCM,http://52xinghe.top/smmmt.php?id=Weishimovie&h=52xinghe.top&p=7788
Thrill,http://52xinghe.top/smmmt.php?id=Thrill&h=52xinghe.top&p=7788
HBO Family,http://52xinghe.top/smmmt.php?id=Hbofamily&h=52xinghe.top&p=7788
Axn HD,http://52xinghe.top/smmmt.php?id=Axn&h=52xinghe.top&p=7788
HBO HD,http://52xinghe.top/smmmt.php?id=Hbo&h=52xinghe.top&p=7788
HBO Signature,http://52xinghe.top/smmmt.php?id=Hbosignature&h=52xinghe.top&p=7788
HBO Hits,http://52xinghe.top/smmmt.php?id=Hbohitshd&h=52xinghe.top&p=7788
Dreamworks,http://52xinghe.top/smmmt.php?id=Dreamworks&h=52xinghe.top&p=7788
Hits Movie,http://52xinghe.top/smmmt.php?id=Hitsmovie&h=52xinghe.top&p=7788
tvN Movie,http://52xinghe.top/smmmt.php?id=Tvnmovie&h=52xinghe.top&p=7788
Astrol Kplus,http://52xinghe.top/smmmt.php?id=Kplus&h=52xinghe.top&p=7788
One,http://52xinghe.top/smmmt.php?id=One&h=52xinghe.top&p=7788
天映頻道Celestial Movies,http://52xinghe.top/smmmt.php?id=Celestialindo&h=52xinghe.top&p=7788
Celestial Classic,http://52xinghe.top/smmmt.php?id=Celestial2&h=52xinghe.top&p=7788
Rock Actions,http://52xinghe.top/smmmt.php?id=Rockaction&h=52xinghe.top&p=7788
Rock Entertainment,http://52xinghe.top/smmmt.php?id=Rockentertain&h=52xinghe.top&p=7788
纪录频道,#genre#
CI,http://52xinghe.top/smmmt.php?id=ci_twn&h=52xinghe.top&p=7788
Asia Travel,http://52xinghe.top/smmmt.php?id=asiatravel_twn&h=52xinghe.top&p=7788
亚洲美食,http://52xinghe.top/smmmt.php?id=afc_twn&h=52xinghe.top&p=7788
NatGeo HD,http://52xinghe.top/smmmt.php?id=Natgeo&h=52xinghe.top&p=7788
Fashion TV,http://52xinghe.top/smmmt.php?id=fashiontv_twn&h=52xinghe.top&p=7788
History,http://52xinghe.top/smmmt.php?id=History&h=52xinghe.top&p=7788
BBC Earth HD,http://52xinghe.top/smmmt.php?id=bbcearth_twn&h=52xinghe.top&p=7788
BBC Earth Lifestyle,http://52xinghe.top/smmmt.php?id=bbclifestyle_twn&h=52xinghe.top&p=7788
亚洲旅游 TLC Asia,http://52xinghe.top/smmmt.php?id=tlc_twn&h=52xinghe.top&p=7788
MTV Live,http://52xinghe.top/smmmt.php?id=mtvhd_twn&h=52xinghe.top&p=7788
NatGeo_Wild HD,http://52xinghe.top/smmmt.php?id=Natgeowild&h=52xinghe.top&p=7788
Animal_Planet,http://52xinghe.top/smmmt.php?id=AnimalPlanet&h=52xinghe.top&p=7788
HGTV,http://52xinghe.top/smmmt.php?id=HGTV&h=52xinghe.top&p=7788
TLC,http://52xinghe.top/smmmt.php?id=Tlc&h=52xinghe.top&p=7788
Foodnetwork Hd,http://52xinghe.top/smmmt.php?id=Foodnetwork&h=52xinghe.top&p=7788
Asia Food Network,http://52xinghe.top/smmmt.php?id=Afc&h=52xinghe.top&p=7788
Animal Planet (Eng),http://52xinghe.top/smmmt.php?id=AnimalPlanet&h=52xinghe.top&p=7788
NatGeo Wild HD,http://52xinghe.top/smmmt.php?id=Natgeowild&h=52xinghe.top&p=7788
Discovery Asia,http://52xinghe.top/smmmt.php?id=Discoveryasia&h=52xinghe.top&p=7788
Dmax,http://52xinghe.top/smmmt.php?id=Dmax&h=52xinghe.top&p=7788
探索频道,http://52xinghe.top/smmmt.php?id=discoverych_twn&h=52xinghe.top&p=7788
英国,#genre#
BBC 1,http://52xinghe.top/smmmt.php?id=bbc1_antik&h=52xinghe.top&p=7788
BBC 2,http://52xinghe.top/smmmt.php?id=bbc2_antik&h=52xinghe.top&p=7788
CBBC,http://52xinghe.top/smmmt.php?id=cbbc_antik&h=52xinghe.top&p=7788
More4,http://52xinghe.top/smmmt.php?id=more4_antik&h=52xinghe.top&p=7788
Freesports,http://52xinghe.top/smmmt.php?id=freesports_antik&h=52xinghe.top&p=7788
Pick TV,http://52xinghe.top/smmmt.php?id=picktv_antik&h=52xinghe.top&p=7788
itv 1,http://52xinghe.top/smmmt.php?id=itv1_antik&h=52xinghe.top&p=7788
itv 2,http://52xinghe.top/smmmt.php?id=itv2_antik&h=52xinghe.top&p=7788
CGTN,http://52xinghe.top/smmmt.php?id=CGTN&h=52xinghe.top&p=7788
Euronews,http://52xinghe.top/smmmt.php?id=euronews_antik&h=52xinghe.top&p=7788
Channel 4,http://52xinghe.top/smmmt.php?id=channel4_antik&h=52xinghe.top&p=7788
DW (Deutsch),http://52xinghe.top/smmmt.php?id=dw_twn&h=52xinghe.top&p=7788
NatGeo HD,http://52xinghe.top/smmmt.php?id=Natgeo&h=52xinghe.top&p=7788
CBeebies,http://52xinghe.top/smmmt.php?id=Cbeebies&h=52xinghe.top&p=7788
History,http://52xinghe.top/smmmt.php?id=History&h=52xinghe.top&p=7788
Kids TV,http://52xinghe.top/smmmt.php?id=KidsTV&h=52xinghe.top&p=7788
BBC Earth HD,http://52xinghe.top/smmmt.php?id=bbcearth_twn&h=52xinghe.top&p=7788
BBC Earth Lifestyle,http://52xinghe.top/smmmt.php?id=bbclifestyle_twn&h=52xinghe.top&p=7788
MTV Live,http://52xinghe.top/smmmt.php?id=mtvhd_twn&h=52xinghe.top&p=7788
Star Movies HD,http://52xinghe.top/smmmt.php?id=starmovies_raj&h=52xinghe.top&p=7788
NHK World,http://52xinghe.top/smmmt.php?id=nhkworld_japan&h=52xinghe.top&p=7788
Warner TV,http://52xinghe.top/smmmt.php?id=WarnerTV&h=52xinghe.top&p=7788
Thrill,http://52xinghe.top/smmmt.php?id=Thrill&h=52xinghe.top&p=7788
HGTV,http://52xinghe.top/smmmt.php?id=HGTV&h=52xinghe.top&p=7788
TLC,http://52xinghe.top/smmmt.php?id=Tlc&h=52xinghe.top&p=7788
Axn HD,http://52xinghe.top/smmmt.php?id=Axn&h=52xinghe.top&p=7788
HBO HD,http://52xinghe.top/smmmt.php?id=Hbo&h=52xinghe.top&p=7788
Hits Movie,http://52xinghe.top/smmmt.php?id=Hitsmovie&h=52xinghe.top&p=7788
Nickelodeon,http://52xinghe.top/smmmt.php?id=Nickelodeon&h=52xinghe.top&p=7788
Nick Jr,http://52xinghe.top/smmmt.php?id=Nickjr&h=52xinghe.top&p=7788
Al-Jazeera,http://52xinghe.top/smmmt.php?id=aljazeera_twn&h=52xinghe.top&p=7788
Animal Planet (Eng),http://52xinghe.top/smmmt.php?id=AnimalPlanet&h=52xinghe.top&p=7788
Bloomberg News,http://52xinghe.top/smmmt.php?id=bloomberg_twn&h=52xinghe.top&p=7788
NatGeo Wild HD,http://52xinghe.top/smmmt.php?id=Natgeowild&h=52xinghe.top&p=7788
BBC World News,http://52xinghe.top/smmmt.php?id=bbcworldnews_antik&h=52xinghe.top&p=7788
CNBC,http://52xinghe.top/smmmt.php?id=Cnbc&h=52xinghe.top&p=7788
France 24,http://52xinghe.top/smmmt.php?id=france24_twn&h=52xinghe.top&p=7788
Skynews,http://52xinghe.top/smmmt.php?id=skynews_twn&h=52xinghe.top&p=7788
越南,#genre#
ANTV,http://52xinghe.top/smmmt.php?id=vtn_antv&h=52xinghe.top&p=7788
VTV 1,http://52xinghe.top/smmmt.php?id=vtn_vtv1&h=52xinghe.top&p=7788
VTV 3,http://52xinghe.top/smmmt.php?id=vtn_vtv3&h=52xinghe.top&p=7788
